pingSingle,N/A,-1,p0g1,1522780997489,21:43:17.489,17
pingSingle,N/A,-1,p2g1,1522780997606,21:43:17.606,29
pingSingle,N/A,-1,p1g1,1522780997607,21:43:17.607,29
pingSingle,N/A,-1,p1g1,1522780997621,21:43:17.621,5
pingSingle,N/A,-1,p2g1,1522780997622,21:43:17.622,5
pingSingle,N/A,-1,p0g1,1522780997625,21:43:17.625,9
pingSingle,N/A,-1,p0g1,1522780997632,21:43:17.632,3
pingSingle,N/A,-1,p2g1,1522780997632,21:43:17.632,3
pingSingle,N/A,-1,p1g1,1522780997634,21:43:17.634,5
pingSingle,N/A,-1,p1g1,1522780997640,21:43:17.640,3
pingSingle,N/A,-1,p0g1,1522780997641,21:43:17.641,4
pingSingle,N/A,-1,p2g1,1522780997645,21:43:17.645,7
pingSingle,N/A,-1,p1g1,1522780997657,21:43:17.657,9
pingSingle,N/A,-1,p0g1,1522780997658,21:43:17.658,9
pingSingle,N/A,-1,p2g1,1522780997659,21:43:17.659,9
pingSingle,N/A,-1,p0g1,1522780997664,21:43:17.664,3
pingSingle,N/A,-1,p1g1,1522780997664,21:43:17.664,2
pingSingle,N/A,-1,p2g1,1522780997667,21:43:17.667,3
pingSingle,N/A,-1,p0g1,1522780997671,21:43:17.671,1
pingSingle,N/A,-1,p2g1,1522780997672,21:43:17.672,2
pingSingle,N/A,-1,p1g1,1522780997673,21:43:17.673,3
pingSingle,N/A,-1,p0g1,1522780997676,21:43:17.676,1
pingSingle,N/A,-1,p2g1,1522780997683,21:43:17.683,3
pingSingle,N/A,-1,p1g1,1522780997683,21:43:17.683,3
pingSingle,N/A,-1,p0g1,1522780997688,21:43:17.688,1
pingSingle,N/A,-1,p1g1,1522780997688,21:43:17.688,2
pingSingle,N/A,-1,p2g1,1522780997690,21:43:17.690,2
pingSingle,N/A,-1,p0g1,1522780997693,21:43:17.693,1
pingSingle,N/A,-1,p2g1,1522780997695,21:43:17.695,2
pingSingle,N/A,-1,p1g1,1522780997695,21:43:17.695,3
pingSingle,N/A,-1,p0g1,1522780997697,21:43:17.697,1
pingSingle,N/A,-1,p2g1,1522780997699,21:43:17.699,2
pingSingle,N/A,-1,p1g1,1522780997699,21:43:17.699,2
pingSingle,N/A,-1,p0g1,1522780997702,21:43:17.702,1
pingSingle,N/A,-1,p1g1,1522780997704,21:43:17.704,3
pingSingle,N/A,-1,p2g1,1522780997705,21:43:17.705,3
pingSingle,N/A,-1,p0g1,1522780997708,21:43:17.708,2
pingSingle,N/A,-1,p2g1,1522780997709,21:43:17.709,2
pingSingle,N/A,-1,p1g1,1522780997709,21:43:17.709,2
pingSingle,N/A,-1,p2g1,1522780997714,21:43:17.714,2
pingSingle,N/A,-1,p0g1,1522780997715,21:43:17.715,3
pingSingle,N/A,-1,p1g1,1522780997717,21:43:17.717,2
pingSingle,N/A,-1,p1g1,1522780997721,21:43:17.721,2
pingSingle,N/A,-1,p0g1,1522780997736,21:43:17.736,2
pingSingle,N/A,-1,p2g1,1522780997736,21:43:17.736,1
pingSingle,N/A,-1,p0g1,1522780997739,21:43:17.739,1
pingSingle,N/A,-1,p2g1,1522780997746,21:43:17.746,5
pingSingle,N/A,-1,p1g1,1522780997747,21:43:17.747,6
pingSingle,N/A,-1,p0g1,1522780997749,21:43:17.749,1
pingSingle,N/A,-1,p2g1,1522780997750,21:43:17.750,1
pingSingle,N/A,-1,p1g1,1522780997751,21:43:17.751,2
pingSingle,N/A,-1,p0g1,1522780997753,21:43:17.753,1
pingSingle,N/A,-1,p1g1,1522780997754,21:43:17.754,1
pingSingle,N/A,-1,p2g1,1522780997755,21:43:17.755,2
pingSingle,N/A,-1,p0g1,1522780997756,21:43:17.756,0
pingSingle,N/A,-1,p2g1,1522780997758,21:43:17.758,2
pingSingle,N/A,-1,p1g1,1522780997758,21:43:17.758,2
pingSingle,N/A,-1,p0g1,1522780997760,21:43:17.760,1
pingSingle,N/A,-1,p2g1,1522780997761,21:43:17.761,1
pingSingle,N/A,-1,p1g1,1522780997762,21:43:17.762,2
pingSingle,N/A,-1,p0g1,1522780997764,21:43:17.764,1
pingSingle,N/A,-1,p1g1,1522780997773,21:43:17.773,1
pingSingle,N/A,-1,p2g1,1522780997774,21:43:17.774,2
pingSingle,N/A,-1,p0g1,1522780997775,21:43:17.775,0
pingSingle,N/A,-1,p2g1,1522780997778,21:43:17.778,2
pingSingle,N/A,-1,p1g1,1522780997779,21:43:17.779,4
pingSingle,N/A,-1,p0g1,1522780997780,21:43:17.780,0
pingSingle,N/A,-1,p1g1,1522780997781,21:43:17.781,1
pingSingle,N/A,-1,p2g1,1522780997781,21:43:17.781,1
pingSingle,N/A,-1,p0g1,1522780997784,21:43:17.784,1
pingSingle,N/A,-1,p2g1,1522780997784,21:43:17.784,1
pingSingle,N/A,-1,p1g1,1522780997784,21:43:17.784,1
pingSingle,N/A,-1,p0g1,1522780997786,21:43:17.786,1
pingSingle,N/A,-1,p1g1,1522780997786,21:43:17.786,1
pingSingle,N/A,-1,p2g1,1522780997788,21:43:17.788,2
pingSingle,N/A,-1,p0g1,1522780997790,21:43:17.790,1
pingSingle,N/A,-1,p1g1,1522780997790,21:43:17.790,1
pingSingle,N/A,-1,p2g1,1522780997790,21:43:17.790,1
pingSingle,N/A,-1,p1g1,1522780997792,21:43:17.792,1
pingSingle,N/A,-1,p2g1,1522780997793,21:43:17.793,1
pingSingle,N/A,-1,p0g1,1522780997793,21:43:17.793,1
pingSingle,N/A,-1,p0g1,1522780997795,21:43:17.795,1
pingSingle,N/A,-1,p1g1,1522780997795,21:43:17.795,1
pingSingle,N/A,-1,p2g1,1522780997799,21:43:17.799,5
pingSingle,N/A,-1,p1g1,1522780997801,21:43:17.801,1
pingSingle,N/A,-1,p0g1,1522780997801,21:43:17.801,1
pingSingle,N/A,-1,p2g1,1522780997802,21:43:17.802,1
pingSingle,N/A,-1,p0g1,1522780997804,21:43:17.804,1
pingSingle,N/A,-1,p2g1,1522780997804,21:43:17.804,1
pingSingle,N/A,-1,p1g1,1522780997804,21:43:17.804,1
pingSingle,N/A,-1,p0g1,1522780997806,21:43:17.806,1
pingSingle,N/A,-1,p1g1,1522780997806,21:43:17.806,1
pingSingle,N/A,-1,p2g1,1522780997807,21:43:17.807,1
pingSingle,N/A,-1,p0g1,1522780997808,21:43:17.808,1
pingSingle,N/A,-1,p1g1,1522780997808,21:43:17.808,1
pingSingle,N/A,-1,p2g1,1522780997809,21:43:17.809,1
pingSingle,N/A,-1,p0g1,1522780997811,21:43:17.811,1
pingSingle,N/A,-1,p2g1,1522780997811,21:43:17.811,1
pingSingle,N/A,-1,p1g1,1522780997811,21:43:17.811,1
pingSingle,N/A,-1,p1g1,1522780997813,21:43:17.813,1
pingSingle,N/A,-1,p0g1,1522780997814,21:43:17.814,2
pingSingle,N/A,-1,p2g1,1522780997814,21:43:17.814,1
pingSingle,N/A,-1,p0g1,1522780997816,21:43:17.816,1
pingSingle,N/A,-1,p1g1,1522780997816,21:43:17.816,1
pingSingle,N/A,-1,p2g1,1522780997816,21:43:17.816,1
pingSingle,N/A,-1,p0g1,1522780997818,21:43:17.818,1
pingSingle,N/A,-1,p1g1,1522780997818,21:43:17.818,1
