pingAllIntermediate,full-load,100,p0g1,1522822098777,09:08:18.777,3
pingAllIntermediate,full-load,100,p0g1,1522822098779,09:08:18.779,2
pingAllIntermediate,full-load,100,p0g1,1522822098782,09:08:18.782,3
pingAllIntermediate,full-load,100,p0g1,1522822098785,09:08:18.785,3
pingAllIntermediate,full-load,100,p0g1,1522822098803,09:08:18.803,18
pingAllIntermediate,full-load,100,p0g1,1522822098805,09:08:18.805,2
pingAllIntermediate,full-load,100,p0g1,1522822098829,09:08:18.829,24
pingAllIntermediate,full-load,100,p0g1,1522822098837,09:08:18.837,8
pingAllIntermediate,full-load,100,p0g1,1522822098839,09:08:18.839,2
pingAllIntermediate,full-load,100,p0g1,1522822098841,09:08:18.841,2
pingAllIntermediate,full-load,100,p0g1,1522822098856,09:08:18.856,15
pingAllIntermediate,full-load,100,p0g1,1522822098858,09:08:18.858,2
pingAllIntermediate,full-load,100,p0g1,1522822098860,09:08:18.860,2
pingAllIntermediate,full-load,100,p0g1,1522822098864,09:08:18.864,4
pingAllIntermediate,full-load,100,p0g1,1522822098865,09:08:18.865,1
pingAllIntermediate,full-load,100,p0g1,1522822098868,09:08:18.868,3
pingAllIntermediate,full-load,100,p0g1,1522822098871,09:08:18.871,3
pingAllIntermediate,full-load,100,p0g1,1522822098877,09:08:18.877,6
pingAllIntermediate,full-load,100,p0g1,1522822098879,09:08:18.879,2
pingAllIntermediate,full-load,100,p0g1,1522822098881,09:08:18.881,2
pingAllIntermediate,full-load,100,p0g1,1522822098882,09:08:18.882,1
pingAllIntermediate,full-load,100,p0g1,1522822098884,09:08:18.884,2
pingAllIntermediate,full-load,100,p0g1,1522822098892,09:08:18.892,8
pingAllIntermediate,full-load,100,p0g1,1522822098893,09:08:18.893,1
pingAllIntermediate,full-load,100,p0g1,1522822098895,09:08:18.895,2
pingAllIntermediate,full-load,100,p0g1,1522822098897,09:08:18.897,2
pingAllIntermediate,full-load,100,p0g1,1522822098898,09:08:18.898,1
pingAllIntermediate,full-load,100,p0g1,1522822098901,09:08:18.901,3
pingAllIntermediate,full-load,100,p0g1,1522822098903,09:08:18.903,2
pingAllIntermediate,full-load,100,p0g1,1522822098904,09:08:18.904,1
pingAllIntermediate,full-load,100,p0g1,1522822098906,09:08:18.906,2
pingAllIntermediate,full-load,100,p0g1,1522822098908,09:08:18.908,2
pingAllIntermediate,full-load,100,p0g1,1522822098910,09:08:18.910,2
pingAllIntermediate,full-load,100,p0g1,1522822098916,09:08:18.916,6
pingAllIntermediate,full-load,100,p0g1,1522822098919,09:08:18.919,3
pingAllIntermediate,full-load,100,p0g1,1522822098928,09:08:18.928,9
pingAllIntermediate,full-load,100,p0g1,1522822098932,09:08:18.932,4
pingAllIntermediate,full-load,100,p0g1,1522822098936,09:08:18.936,4
pingAllIntermediate,full-load,100,p0g1,1522822098938,09:08:18.938,2
pingAllIntermediate,full-load,100,p0g1,1522822098940,09:08:18.940,2
pingAllIntermediate,full-load,100,p0g1,1522822098941,09:08:18.941,1
pingAllIntermediate,full-load,100,p0g1,1522822098956,09:08:18.956,15
pingAllIntermediate,full-load,100,p0g1,1522822098958,09:08:18.958,2
pingAllIntermediate,full-load,100,p0g1,1522822098960,09:08:18.960,2
pingAllIntermediate,full-load,100,p0g1,1522822098961,09:08:18.961,1
